nonstationary level,time series length,observation noise,process noise,evidence,significance_level
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.727425463785277,0.005308184361613997
1,50,0.0,0.0,38.45432489443764,0.9998572732026781
2,50,0.0,0.0,95.19038602646054,0.9999999996973356
0,100,0.0,0.0,-22.78753549936605,0.0052356027060428325
1,100,0.0,0.0,227.14302095564847,1.0
2,100,0.0,0.0,390.1834453923448,1.0
0,200,0.0,0.0,-22.787536009486395,0.005235602094291081
1,200,0.0,0.0,-16.002997056534525,0.024486877587758044
2,200,0.0,0.0,26.265374747062488,0.9976425770842844
0,200,0.0,0.0,-22.787535990803114,0.00523560211669663
1,200,0.0,0.0,-18.855850144333075,0.012846933746605156
2,200,0.0,0.0,117.81536742827748,0.9999999999983463
0,200,0.1,0.0,-22.33271627940927,0.005810287694667251
1,200,0.1,0.0,38.322044428125224,0.9998528596955665
2,200,0.1,0.0,180.64571453214128,1.0
0,200,0.2,0.0,-19.925548148368996,0.01007046368193006
1,200,0.2,0.0,15.73715791809976,0.9740075899731064
2,200,0.2,0.0,128.43800010852877,0.9999999999998567
0,200,0.3,0.0,-21.713953490382668,0.006694030647471185
1,200,0.3,0.0,0.683311736630693,0.5392536407098312
2,200,0.3,0.0,72.51882147716418,0.999999944009051
0,200,0.0,0.0,-22.785463632229096,0.00523808793851783
1,200,0.0,0.0,-0.9889903531147431,0.4433138962717524
2,200,0.0,0.0,17.21672400641181,0.9813722090836908
0,200,0.0,0.1,-19.79167663614593,0.010382447080652493
1,200,0.0,0.1,278.8775305020406,1.0
2,200,0.0,0.1,184.12314688525467,1.0
0,200,0.0,0.2,-21.96503355010211,0.006320377650663593
1,200,0.0,0.2,57.78973165290299,0.9999983364873328
2,200,0.0,0.2,179.65721513272652,1.0
0,50,0.0,0.0,-22.4093257588218,0.005709273040195226
1,50,0.0,0.0,40.24037364341689,0.9999053933756847
2,50,0.0,0.0,108.8561744535181,0.9999999999869869
0,100,0.0,0.0,-22.783532093737694,0.005240405901830804
1,100,0.0,0.0,-11.119664776791716,0.07173107423298744
2,100,0.0,0.0,292.3065338601311,1.0
0,200,0.0,0.0,-22.78753576576517,0.005235602386568936
1,200,0.0,0.0,655.6677332310815,1.0
2,200,0.0,0.0,251.40479381576372,1.0
0,200,0.0,0.0,-22.787535347825553,0.0052356028877748005
1,200,0.0,0.0,85.46971718110629,0.9999999971618961
2,200,0.0,0.0,54.79924936251149,0.999996688127375
0,200,0.1,0.0,-21.26707803836365,0.0074141314900356544
1,200,0.1,0.0,13.112117875760706,0.9534329865232827
2,200,0.1,0.0,165.31592492473357,1.0
0,200,0.2,0.0,-22.397496599322416,0.005724755808264232
1,200,0.2,0.0,57.84039910944863,0.9999983557820883
2,200,0.2,0.0,70.94179130550354,0.9999999194953744
0,200,0.3,0.0,-21.602168621096855,0.006867369090771572
